id,exchange_name,exchange_pair,volume(24h),price,volume(%)
bitcoin,Bitfinex,BTC/USD,649825000,9788.00,0.1
bitcoin,OKEx,BTC/USDT,463785000,9841.80,0.07139999999999999
bitcoin,Binance,BTC/USDT,406806000,9846.60,0.0626
bitcoin,bitFlyer,BTC/JPY,272080000,9882.44,0.04190000000000001
bitcoin,Upbit,BTC/KRW,244096000,10140.30,0.037599999999999995
bitcoin,GDAX,BTC/USD,211625000,9798.65,0.0326
bitcoin,Huobi,BTC/USDT,206221000,9834.57,0.0317
bitcoin,Bithumb,BTC/KRW,198095000,10128.00,0.0305
bitcoin,Bitstamp,BTC/USD,158040000,9796.00,0.024300000000000002
bitcoin,OKEx,ETH/BTC,154190000,9817.42,0.023700000000000002
bitcoin,OKEx,LTC/BTC,136535000,9772.92,0.021
bitcoin,Kraken,BTC/EUR,135842000,9826.69,0.0209
bitcoin,Kraken,BTC/USD,122304000,9796.40,0.018799999999999997
bitcoin,BTCC,BTC/USD,108993000,10440.00,0.0168
bitcoin,OKEx,ETC/BTC,79385400,9797.99,0.012199999999999999
bitcoin,OKEx,BCH/BTC,74374700,9801.17,0.011399999999999999
bitcoin,Lbank,VEN/BTC,56267700,9830.44,0.0087
bitcoin,HitBTC,BTC/USDT,55628200,10009.50,0.0086
bitcoin,HitBTC,BCH/BTC,55515400,9795.27,0.0085
bitcoin,Binance,ETH/BTC,54039200,9803.93,0.0083
bitcoin,Binance,TRX/BTC, 51330900,9815.55,0.0079
bitcoin,Gemini,BTC/USD,51038500,9802.87,0.0079
bitcoin,Lbank,QTUM/BTC,50179400,9790.37,0.0077
bitcoin,Bittrex,BTC/USDT,47192300,9876.78,0.0073
bitcoin,Bit-Z,ETH/BTC,43074500,9791.40,0.0066
bitcoin,Bit-Z,TRX/BTC,39544400,9815.55,0.0060999999999999995
bitcoin,Lbank,BCC/BTC,38870900,9847.23,0.006
bitcoin,Binance,NCASH/BTC,38416000,9762.08,0.0059
bitcoin,GDAX,BTC/EUR,37805700,9853.19,0.0058
bitcoin,Coinone,BTC/KRW,37595900,10136.50,0.0058
bitcoin,Poloniex,BTC/USDT,37405700,9846.61,0.0058
bitcoin,Bitfinex,BTC/EUR,34702500,9811.53,0.0053
bitcoin,Bitstamp,BTC/EUR,29752600 ,9823.89,0.0046
bitcoin,HitBTC,ETH/BTC,29387800,9817.15,0.0045000000000000005
bitcoin,Binance,NANO/BTC,28903000,9771.29,0.0044
bitcoin,EXX,ETH/BTC,28325300,9814.27,0.0044
bitcoin,Bitbank,BTC/JPY,27293900,9906.92,0.0042
bitcoin,Huobi,ONT/BTC,26740500,9972.30,0.0040999999999999995
bitcoin,Bit-Z,EKT/BTC,25296500,9787.92,0.0039000000000000003
bitcoin,Binance,IOST/BTC,25238900, 9875.09,0.0039000000000000003
bitcoin,Korbit,BTC/KRW,25179700,10127.60,0.0039000000000000003
bitcoin,CoinEgg,ETH/BTC,23514900,9843.83,0.0036
bitcoin,CEX.IO,BTC/USD,23456900,10046.50,0.0036
bitcoin,Bit-Z,LTC/BTC,22284000,9790.93,0.0034000000000000002
bitcoin,CoinsBank,BTC/USD,21853800,9577.53,0.0034000000000000002
bitcoin,Bittrex,ADA/BTC,21487200,9944.80,0.0033
bitcoin,Binance,BNB/BTC,20724700,9820.70,0.0032
bitcoin,HitBTC,DASH/BTC,20292900,9837.32,0.0031
bitcoin,CoinEgg,NEO/BTC,20103400,9575.83,0.0031
bitcoin,CoinsBank,BTC/EUR,19852000,9799.68,0.0031
bitcoin,Binance,XRP/BTC,17380900,9775.18,0.0027
bitcoin,Binance,DLT/BTC,16935700,9765.56,0.0026
bitcoin,Upbit,ADA/BTC,16853500,9944.80,0.0026
bitcoin,CoinsBank,BTC/GBP,16675200,9788.87,0.0026
bitcoin,itBit,BTC/USD,16238600,9795.00,0.0025
bitcoin,Bittrex,NBT/BTC,16212200,9887.36,0.0025
bitcoin,Huobi,TRX/BTC,15488900,9778.70,0.0024
bitcoin,HitBTC,XMR/BTC,15307600,9799.97,0.0024
bitcoin,Bit-Z,XRB/BTC,14601700,9771.29,0.0022
bitcoin,Neraex,BTC/JPY,14509900,9881.87,0.0022
bitcoin,Binance,ZIL/BTC,14454900,9794.77,0.0022
bitcoin,Exmo,BTC/USD,14301800,10075.00,0.0022
bitcoin,Huobi,HT/BTC,13674500,9869.93,0.0021
bitcoin,Binance,ADA/BTC,12913600,9970.48 ,0.002
bitcoin,Binance,NEO/BTC,12841500,9766.17,0.002
bitcoin,Binance,BCC/BTC,12657300,9800.91,0.0019
bitcoin,Binance,VEN/BTC,12619500,9801.96,0.0019
bitcoin,Binance,LTC/BTC,12473700,9792.44,0.0019
bitcoin,Huobi,ABT/BTC,12367800,9814.00,0.0019
bitcoin,CoinEgg,TRX/BTC,12100500,9820.49,0.0019
bitcoin,Bitfinex,ETH/BTC,12003900,9811.65,0.0018
bitcoin,Poloniex,ETH/BTC,11604700,9825.29,0.0018
bitcoin,Bittrex,XEM/BTC,11554300,9907.31,0.0018
bitcoin,Coinbene,BTC/USDT,11463900,9831.04,0.0018
bitcoin,Paribu,BTC/TRY,11393000,9795.68,0.0018
bitcoin,Livecoin,ETH/BTC,10972200,9834.08 ,0.0017000000000000001
bitcoin,Tidex,WAVES/BTC,10850800,9784.13,0.0017000000000000001
bitcoin,WEX,BTC/USD,10753600,9812.00,0.0017000000000000001
bitcoin,YoBit,ETH/BTC,10514600,9839.35,0.0016
bitcoin,LakeBTC,BTC/USD,10460600,10388.00,0.0016
bitcoin,Bit-Z,BCH/BTC,10272700,9800.91,0.0016
bitcoin,Bitfinex,BCH/BTC,10170700,9804.07,0.0016
bitcoin,Livecoin,BTC/USD,9974540,10200.00,0.0015
bitcoin,Bit-Z,OC/BTC,9887840,9697.93,0.0015
bitcoin,Bittrex,ETH/BTC,9634680,9785.02,0.0015
bitcoin,OKEx,XRP/BTC,9628460,9797.37,0.0015
bitcoin,Poloniex,XRP/BTC,9455570,9806.74,0.0015
bitcoin,Lbank,ETH/BTC,9263690,9685.68,0.0014000000000000002
bitcoin,OKEx,EOS/BTC,9017280,9786.68,0.0014000000000000002
bitcoin,Huobi,ETH/BTC,8964070,9792.83,0.0014000000000000002
bitcoin,Exmo,BTC/RUB,8882940,9402.24,0.0014000000000000002
bitcoin,Binance,EOS/BTC,8806490,9789.37,0.0014000000000000002
bitcoin,Upbit,TRX/BTC,8710630,9766.48,0.0013
bitcoin,Upbit,BTC/USDT,8438350,9856.67,0.0013
bitcoin,Bittrex,BCC/BTC,8388840,9782.89,0.0013
bitcoin,Lbank,ZEC/BTC,8263730,9797.68,0.0013
bitcoin,BitBay,BTC/PLN,8175260,9811.41,0.0013
bitcoin,Binance,MTL/BTC,8088900,9694.24,0.0012
bitcoin,Negocie Coins,BTC/BRL,7708550,10981.90,0.0
bitcoin,Liqui,TRX/BTC,7610270,9815.55,0.0012
bitcoin,Binance,WAVES/BTC,7370720,9824.23,0.0011
bitcoin,Binance,WTC/BTC,7199450,9718.82,0.0011
bitcoin,OKEx,XEM/BTC,7023390,10023.10,0.0011
bitcoin,BCEX,ETH/BTC,6999270,9544.13,0.0011
bitcoin,EXX,BCC/BTC,6902870,9690.66,0.0011
bitcoin,HitBTC,ZEC/BTC,6834300,9807.73,0.0011
bitcoin,Binance,ONT/BTC,6795400,9191.98,0.001
bitcoin,WEX,BCH/BTC,6784630 ,9801.51,0.001
bitcoin,Huobi,DASH/BTC,6733250,9832.18,0.001
bitcoin,Binance,XMR/BTC,6668930,9800.99,0.001
bitcoin,EXX,LTC/BTC,6547680,9777.33,0.001
bitcoin,OKEx,SWFTC/BTC,6461680,9964.14,0.001
bitcoin,Bit-Z,EOS/BTC,6335330,9785.57,0.001
bitcoin,Binance,ICX/BTC,6202480,9739.92,0.001
bitcoin,Bitcoin Indonesia,BTC/IDR,6186000,9884.51,0.001
bitcoin,Tidex,ETH/BTC,6111380,9795.38,0.0009
bitcoin,Upbit,SLS/BTC,6103460,9878.25,0.0009
bitcoin,Huobi,MEE/BTC,6063380,9795.43,0.0009
bitcoin,Exrates,BTG/BTC,6025440,10065.70,0.0009
bitcoin,Kraken,ETH/BTC,5983320 ,9820.95,0.0009
bitcoin,Foxbit,BTC/BRL,5952620,9526.05,0.0
bitcoin,Bittrex,TRX/BTC,5922740,9766.48,0.0009
bitcoin,GetBTC,BTC/RUB,5890900,10039.70,0.0009
bitcoin,GetBTC,BTC/EUR,5821910,9922.13,0.0009
bitcoin,GetBTC,BTC/USD,5805380,9893.96,0.0009
bitcoin,BTC Markets,BTC/AUD,5787850,9789.59,0.0009
bitcoin,Gate.io,BTC/USDT,5780250,9835.57,0.0009
bitcoin,Upbit,XEM/BTC,5766040,9907.31,0.0009
bitcoin,Binance,TRIG/BTC,5737800,9803.77,0.0009
bitcoin,Bitinka,BTC/USD,5487260,9658.84,0.0
bitcoin,Binance,MCO/BTC,5438120,9901.26,0.0008
bitcoin,Huobi,BCH/BTC,5391600,9806.59,0.0008
bitcoin,Kraken,XRP/BTC,5376040,9795.03,0.0008
bitcoin,Poloniex,XEM/BTC,5303450,9912.19,0.0008
bitcoin,AEX,BTC/BITCNY,5263330,10039.00,0.0008
bitcoin,Binance,GVT/BTC,5255730,9782.31,0.0008
bitcoin,Huobi,ZIL/BTC,5206240,9861.14,0.0008
bitcoin,Bitstamp,ETH/BTC,5178230,9834.33,0.0008
bitcoin,Luno,BTC/ZAR,5157050,10337.30,0.0008
bitcoin,Fatbtc,BTC/CNY,5059300,9615.54,0.0008
bitcoin,Upbit,NBT/BTC,5044040,9868.57,0.0008
bitcoin,Huobi,HSR/BTC,4952690,9787.60,0.0008
bitcoin,Bittrex,MCO/BTC,4891580,9922.32,0.0008
bitcoin,CoinEgg,BCH/BTC,4842180,9538.61,0.0007000000000000001
bitcoin,Huobi,XRP/BTC,4831110,9803.22,0.0007000000000000001
bitcoin,Poloniex,LTC/BTC,4774290,9785.80,0.0007000000000000001
bitcoin,Huobi,IOST/BTC,4757840,9808.22,0.0007000000000000001
bitcoin,Bittrex,LTC/BTC,4736010,9788.91,0.0007000000000000001
bitcoin,Bittrex,XRP/BTC,4696810,9797.37,0.0007000000000000001
bitcoin,Bitfinex,XRP/BTC,4598910,9777.51,0.0007000000000000001
bitcoin,Huobi,THETA/BTC,4567440,9856.00 ,0.0007000000000000001
bitcoin,xBTCe,BTC/USD,4564840,9779.00,0.0007000000000000001
bitcoin,Trade By Trade,BTC/USDT,4516640,9554.93,0.0007000000000000001
bitcoin,Binance,ETC/BTC,4399130,9782.32,0.0007000000000000001
bitcoin,OKEx,NEO/BTC,4390560,9706.66,0.0007000000000000001
bitcoin,YoBit,LSK/BTC,4380570,9740.67,0.0007000000000000001
bitcoin,Exmo,ETH/BTC,4366790,9821.62,0.0007000000000000001
bitcoin,GDAX,ETH/BTC,4354710,9818.33,0.0007000000000000001
bitcoin,Poloniex,BCH/BTC,4210260,9818.32,0.0006
bitcoin,Huobi,MTN/BTC,4163460,9764.75,0.0006
bitcoin,Binance,BCPT/BTC,4121440,9755.04,0.0006
bitcoin,HitBTC,BCN/BTC,4101760,9795.21,0.0006
bitcoin,RightBTC,BCC/BTC,4042550,9872.05,0.0006
bitcoin,BX Thailand,BTC/THB,4032170,9823.24,0.0006
bitcoin,WEX,ETH/BTC,4017040,9811.78,0.0006
bitcoin,Coinfloor,BTC/GBP,4007490,9832.99,0.0006
bitcoin,BTCTurk,BTC/TRY,3999550,9794.89,0.0006
bitcoin,Binance,XLM/BTC,3962700,9902.48,0.0006
bitcoin,Bit-Z,ETC/BTC,3962350,9818.26,0.0006
bitcoin,Huobi,PROPY/BTC,3955580,9797.85,0.0006
bitcoin,Bitinka,BTC/EUR,3947750,9669.56,0.0
bitcoin,Binance,VIBE/BTC,3910300,9780.65,0.0006
bitcoin,CoinEgg,XRP/BTC,3891360,9812.61,0.0006
bitcoin,CoinEgg,QTUM/BTC,3875090,9743.10,0.0006
bitcoin,Bitfinex,LTC/BTC,3829860,9788.91,0.0006
bitcoin,EXX,EPC/BTC,3802900,9569.93,0.0006
bitcoin,Bittrex,SLS/BTC,3752560,9878.25,0.0006
bitcoin,QuadrigaCX,BTC/CAD,3735150,9995.94,0.0006
bitcoin,RightBTC,ETH/BTC,3723430,9684.10,0.0006
bitcoin,Binance,RPX/BTC,3698310,9793.69,0.0006
bitcoin,Upbit,MCO/BTC,3684730,9922.32,0.0006
bitcoin,Huobi,ZEC/BTC,3671590,9815.26,0.0006
bitcoin,Huobi,ELA/BTC,3601240,9814.42,0.0006
bitcoin,CoinEgg,LSK/BTC,3581500,9541.37,0.0006
bitcoin,Binance,INS/BTC,3558340,9782.82,0.0005
bitcoin,OKEx,INS/BTC,3537330,9812.18,0.0005
bitcoin,BtcTrade.im,ETH/BTC,3500160,9808.66,0.0005
bitcoin,Simex,BTC/USD,3476560,10105.00,0.0005
bitcoin,GDAX,LTC/BTC,3463930,9773.81,0.0005
bitcoin,WEX,LTC/BTC,3363690,9758.75,0.0005
bitcoin,Binance,NEBL/BTC,3344740,9827.88,0.0005
bitcoin,Bittrex,NEO/BTC,3339890,9770.96,0.0005
bitcoin,Huobi,KNC/BTC,3326550,9807.82,0.0005
bitcoin,OKEx,TRUE/BTC,3309510,9874.16,0.0005
bitcoin,Binance,DGD/BTC,3256300,9783.79,0.0005
bitcoin,OKEx,IOTA/BTC,3247040,9749.58,0.0005
bitcoin,Liqui,SRN/BTC,3197460,9687.11,0.0005
bitcoin,Huobi,EOS/BTC,3197350,9788.18,0.0005
bitcoin,Bit-Z,NKC/BTC,3191580,9913.79,0.0005
bitcoin,YoBit,WAVES/BTC,3146170,9744.67,0.0005
bitcoin,Poloniex,XMR/BTC,3141180,9795.89,0.0005
bitcoin,WEX,DSH/BTC,3118300,9847.97,0.0005
bitcoin,CoinEgg,RUFF/BTC,3061410,9750.44,0.0005
bitcoin,OKEx,QTUM/BTC,3001500,9859.90,0.0005
bitcoin,Binance,IOTA/BTC,2971300,9774.97,0.0005
bitcoin,RightBTC,LTC/BTC,2961890,9760.60,0.0005
bitcoin,Bit-Z,HSR/BTC,2956540,9787.75,0.0005
bitcoin,Bitinka,BTC/ARS,2953460,9858.11,0.0
bitcoin,OKEx,R/BTC, 2927910,9919.30,0.0005
bitcoin,Huobi,LTC/BTC,2845310,9800.02,0.0004
bitcoin,Bit-Z,NULS/BTC,2792580,9798.93,0.0004
bitcoin,Huobi,ITC/BTC,2784140,9838.23,0.0004
bitcoin,Bit-Z,QTUM/BTC,2734190,9893.15,0.0004
bitcoin,Bibox,SXUT/BTC,2727970,9767.23,0.0004
bitcoin,GDAX,BTC/GBP,2725610,9882.89,0.0004
bitcoin,Kraken,BCH/BTC,2700760,9825.49,0.0004
bitcoin,Liqui,ADX/BTC,2631850,9790.72,0.0004
bitcoin,Binance,XVG/BTC,2630810,9819.66,0.0004
bitcoin,Exmo,BTC/EUR, 2609420,10290.10,0.0004
bitcoin,Livecoin,LTC/BTC,2594640,9814.19,0.0004
bitcoin,Bibox,JNT/BTC,2589330,9826.91,0.0004
bitcoin,Binance,OMG/BTC,2583080,9760.65,0.0004
bitcoin,Upbit,ETH/BTC,2539940,9785.67,0.0004
bitcoin,CoinEgg,QBT/BTC,2536320,10063.10,0.0004
bitcoin,CoinEgg,LBTC/BTC,2516340,8099.14,0.0004
bitcoin,Poloniex,STR/BTC,2508170,9902.48,0.0004
bitcoin,YoBit,BCC/BTC,2498230,9810.06,0.0004
bitcoin,Binance,HSR/BTC,2486400,9802.57,0.0004
bitcoin,Bittrex,DGB/BTC,2473450,9667.62,0.0004
bitcoin,WEX,BTC/RUR,2447580,9822.48,0.0004
bitcoin,ACX,BTC/AUD,2442080 ,9944.60,0.0004
bitcoin,Bit-Z,DASH/BTC,2436480,9833.96,0.0004
bitcoin,Bittrex,XLM/BTC,2416410,9848.52,0.0004
bitcoin,OTCBTC,BTC/ETH,2400210,9528.96,0.0004
bitcoin,Bitfinex,DASH/BTC,2376530,9833.78,0.0004
bitcoin,Poloniex,OMNI/BTC,2358830,9792.82,0.0004
bitcoin,HitBTC,XRP/BTC,2358680,9786.84,0.0004
bitcoin,Coinsquare,BTC/CAD,2336170, 10000.40,0.0004
bitcoin,Kucoin,BTC/USDT,2326200,9822.13,0.0004
bitcoin,Bibox,ETH/BTC,2297740,9801.21,0.0004
bitcoin,bitFlyer,ETH/BTC,2294720,9740.30,0.0004
bitcoin,Binance,GXS/BTC,2280770,9829.88,0.0004
bitcoin,WEX,BTC/EUR,2253880,9873.62,0.0003
bitcoin,Binance,DASH/BTC,2214660,9833.96,0.0003
bitcoin,Bibox,BTC/USDT,2210540,9781.13,0.0003
bitcoin,Bittrex,XVG/BTC,2172310,9772.11,0.0003
bitcoin,Binance,SUB/BTC,2165920,9748.49,0.0003
bitcoin,Coinnest,BTC/KRW,2161730,9044.07,0.0003
bitcoin,CoinEgg,ACT/BTC,2141820,9974.17,0.0003
bitcoin,HitBTC,LTC/BTC,2138310, 9793.96,0.0003
bitcoin,CoinEgg,BTM/BTC,2136600,21927.50,0.0003
bitcoin,Huobi,WPR/BTC,2132050,9951.96,0.0003
bitcoin,Bitfinex,MIOTA/BTC,2127770,9781.17,0.0003
bitcoin,Bitfinex,EOS/BTC,2117030,9817.65,0.0003
bitcoin,BtcTrade.im,LTC/BTC,2110910 ,9808.92,0.0003
bitcoin,Upbit,NEO/BTC,2101820,9770.96,0.0003
bitcoin,Bibox,CAG/BTC,2091460,9857.57,0.0003
bitcoin,Binance,ENJ/BTC,2076440,9854.58,0.0003
bitcoin,Kucoin,ETH/BTC,2071140,9785.11,0.0003
bitcoin,Bitinka,BTC/BRL,2043100,9747.31,0.0
bitcoin,Huobi,VEN/BTC,2038530,9951.11,0.0003
bitcoin,Bittrex,SC/BTC,2031640, 9794.46,0.0003
bitcoin,TOPBTC,ETH/BTC,1987360,9750.84,0.0003
bitcoin,BtcTrade.im,BCH/BTC,1976290,9844.75,0.0003
bitcoin,Bit-Z,LSK/BTC,1955040,9840.75,0.0003
bitcoin,Upbit,BCC/BTC,1934940,9782.95,0.0003
bitcoin,Independent Reserve,XBT/AUD, 1933460,9875.30,0.0003
bitcoin,Binance,OAX/BTC,1921360,9857.27,0.0003
bitcoin,Allcoin,OC/BTC,1910360,9697.93,0.0003
bitcoin,Binance,STORJ/BTC,1906020,9894.42,0.0003
bitcoin,Huobi,DGD/BTC,1904430,9742.20,0.0003
bitcoin,Bittrex,ZCL/BTC,1886270,9815.57,0.0003
bitcoin,HitBTC,XDN/BTC,1884650,9816.46,0.0003
bitcoin,Bittrex,DASH/BTC,1882710,9813.70,0.0003
bitcoin,Bitfinex,XMR/BTC,1871230,9778.93,0.0003
bitcoin,Upbit,XRP/BTC,1869150,9797.37,0.0003
bitcoin,Binance,LSK/BTC,1855210,9810.47,0.0003
bitcoin,Bitstamp,XRP/BTC,1850810,9805.57,0.0003
bitcoin,Huobi,NEO/BTC,1847490,9773.53,0.0003
bitcoin,Exrates,BCH/BTC,1842270,10041.20,0.0003
bitcoin,BL3P,BTC/EUR,1835190,9804.50,0.0003
bitcoin,YoBit,LTC/BTC,1833520,9704.93,0.0003
bitcoin,LakeBTC,BTC/JPY,1830150,10434.90,0.0003
bitcoin,ZB.COM,ETH/BTC,1829190,9814.40,0.0003
bitcoin,Liqui,GUP/BTC,1823090,9935.79,0.0003
bitcoin,Binance,APPC/BTC,1793390,9789.15,0.0003
bitcoin,Upbit,SC/BTC,1793020,9857.65,0.0003
bitcoin,Bibox,CPC/BTC,1791670,9749.34,0.0003
bitcoin,OKEx,SNC/BTC,1789080,9598.35,0.0003
bitcoin,Bit-Z,MCO/BTC,1788510,9943.26,0.0003
bitcoin,YoBit,DASH/BTC,1780290,9866.90,0.0003
bitcoin,Livecoin,XMR/BTC,1762480,9871.22,0.0003
bitcoin,HitBTC,XEM/BTC,1741890,9883.01,0.0003
bitcoin,HitBTC,STORM/BTC,1741430,10172.30,0.0003
bitcoin,Binance,QTUM/BTC,1713650,9872.88,0.0003
bitcoin,Bitinka,BTC/PEN,1699580,9503.56,0.0
bitcoin,TOPBTC,ATB/BTC,1696730,9365.57,0.0003
bitcoin,Bitfinex,ETC/BTC,1681990,9803.83,0.0003
bitcoin,Binance,QSP/BTC,1668400,9813.24,0.0003
bitcoin,Bittrex,OMG/BTC,1658400,9819.21,0.0003
bitcoin,Bibox,BTC/DAI,1657480,11275.40,0.0003
bitcoin,Bibox,LTC/BTC,1651620,9791.19,0.0003
bitcoin,Mercado Bitcoin,BTC/BRL, 1647130,9980.44,0.0003
bitcoin,Bitso,BTC/MXN,1646240,9938.45,0.0003
bitcoin,Bitfinex,NEO/BTC,1645760,9803.15,0.0003
bitcoin,Bibox,C20/BTC,1614660,9790.48,0.0002
bitcoin,Upbit,XVG/BTC,1602760,9772.11,0.0002
bitcoin,Huobi,ETC/BTC,1598890,9791.27,0.0002
bitcoin,Upbit,RDD/BTC,1588660,9933.33,0.0002
bitcoin,Exmo,DASH/BTC,1583780,9851.88,0.0002
bitcoin,Huobi,OMG/BTC,1578230,9787.12,0.0002
bitcoin,Bittrex,RDD/BTC,1563900,9933.33,0.0002
bitcoin,Huobi,QUN/BTC,1560630,9833.17,0.0002
bitcoin,Huobi,AIDOC/BTC,1559670,9791.19,0.0002
bitcoin,BTC-Alpha,BTC/USD,1556720,10081.70,0.0002
bitcoin,Huobi,BTM/BTC,1555270,22798.00,0.0002
bitcoin,OKEx,IOST/BTC,1543970,9965.69,0.0002
bitcoin,Bittrex,ETC/BTC,1539180,9763.49,0.0002
bitcoin,Luno,BTC/MYR,1524880,13727.40,0.0002
bitcoin,Bibox,BIX/BTC,1524390,9778.86,0.0002
bitcoin,WEX,ZEC/BTC,1517780,9805.53,0.0002
bitcoin,Binance,BCD/BTC,1514480,5129.54,0.0002
bitcoin,Bit-Z,ZEC/BTC,1498550,9806.47,0.0002
bitcoin,Zebpay,BTC/INR,1478650,10000.80,0.0002
bitcoin,Huobi,STORJ/BTC,1465460,9835.33,0.0002
bitcoin,BitMarket,BTC/PLN,1458750,9819.05,0.0002
bitcoin,Bitstamp,LTC/BTC,1436420,9778.84,0.0002
bitcoin,Bittrex,ZEC/BTC,1430960,9827.05,0.0002
bitcoin,Allcoin,HSR/BTC,1428190,9691.43,0.0002
bitcoin,Cryptopia,R/BTC,1423700,9983.10,0.0002
bitcoin,OKEx,BTM/BTC,1412820,22771.30,0.0002
bitcoin,EXX,BTC/USDT,1409520,9771.51,0.0002
bitcoin,Ethfinex,OMG/BTC,1403970,9783.14,0.0002
bitcoin,Bibox,HPB/BTC,1394850,9827.13,0.0002
bitcoin,Bibox,GTO/BTC,1393810,9779.37,0.0002
bitcoin,Lbank,ETC/BTC,1389430,9707.96,0.0002
bitcoin,Livecoin,BCH/BTC,1385620,9850.46,0.0002
bitcoin,Liqui,BTC/USDT,1376750,9817.87,0.0002
bitcoin,Bittrex,LSK/BTC,1373820,9752.00,0.0002
bitcoin,Bit-Z,XAS/BTC,1365840,9902.94,0.0002
bitcoin,OKEx,AIDOC/BTC,1337350,9861.80,0.0002
bitcoin,xBTCe,LTC/BTC,1337070,9378.22,0.0002
bitcoin,Binance,ARN/BTC,1335860,9780.44,0.0002
bitcoin,Huobi,LET/BTC,1321020,9807.39,0.0002
bitcoin,Upbit,XLM/BTC,1320180,9835.91,0.0002
bitcoin,Livecoin,DASH/BTC,1313890,9880.06,0.0002
bitcoin,Bittrex,QTUM/BTC,1311320,9865.80,0.0002
bitcoin,Huobi,NAS/BTC,1302240,9792.95,0.0002
bitcoin,Liqui,ETH/BTC,1300380,9853.20,0.0002
bitcoin,AEX,BTC/USDT,1297380,9819.45,0.0002
bitcoin,Bittrex,TUSD/BTC,1293410,9788.34,0.0002
bitcoin,Upbit,DGB/BTC,1287540,9698.81,0.0002
bitcoin,Bittrex,DOGE/BTC,1270330,9751.83,0.0002
bitcoin,Bibox,BTM/BTC,1270320,23016.70,0.0002
bitcoin,Bittrex,XMR/BTC,1268520,9758.97,0.0002
bitcoin,Bibox,TNC/BTC,1252250,9812.95,0.0002
bitcoin,Bitfinex,ZEC/BTC,1242190,9820.28,0.0002
bitcoin,YoBit,BTC/USD,1233680,10150.10,0.0002
bitcoin,Binance,BQX/BTC,1229310,9793.57,0.0002
bitcoin,OKEx,SPF/BTC,1227980,9645.26,0.0002
bitcoin,Bibox,ITC/BTC,1224010,9862.79,0.0002
bitcoin,Exmo,WAVES/BTC,1219980,9777.99,0.0002
bitcoin,Huobi,BLZ/BTC,1214730,9799.74,0.0002
bitcoin,Upbit,CFI/BTC,1212190,9807.46,0.0002
bitcoin,CoinEgg,INK/BTC,1211140,9715.28,0.0002
bitcoin,Cryptopia,BTC/USDT,1207660,9876.78,0.0002
bitcoin,DSX,BTC/USD,1205320,9780.00,0.0002
bitcoin,Binance,NULS/BTC,1201640,9798.93,0.0002
bitcoin,TOPBTC,HSR/BTC,1194150,8862.64,0.0002
bitcoin,Upbit,VOX/BTC,1193480,9779.10,0.0002
bitcoin,Bibox,EOS/BTC,1187590,9777.82,0.0002
bitcoin,OKEx,VIB/BTC,1187050,9883.40,0.0002
bitcoin,Upbit,LTC/BTC,1184010,9788.92,0.0002
bitcoin,Exmo,BCH/BTC,1179110,9760.50,0.0002
bitcoin,Huobi,RCN/BTC,1176770,9748.60,0.0002
bitcoin,Binance,POA/BTC,1170390,9778.25,0.0002
bitcoin,Bibox,BLT/BTC,1149530,9861.88,0.0002
bitcoin,Bittrex,VOX/BTC,1145840,9779.10,0.0002
bitcoin,Poloniex,ETC/BTC,1140100,9818.22,0.0002
bitcoin,BtcTrade.im,DOGE/BTC,1139050, 9751.83,0.0002
bitcoin,Binance,ZEC/BTC,1137770,9823.74,0.0002
bitcoin,Binance,STRAT/BTC,1132690,9844.99,0.0002
bitcoin,Huobi,QTUM/BTC,1118960,9898.23,0.0002
bitcoin,Bit-Z,BTX/BTC,1118440,9916.78,0.0002
bitcoin,xBTCe,BCH/BTC,1118340,10314.10,0.0002
bitcoin,Binance,CND/BTC,1117880,9855.97,0.0002
bitcoin,Binance,ZRX/BTC,1116900,9852.15,0.0002
bitcoin,LakeBTC,BTC/EUR,1105040,10388.20,0.0002
bitcoin,BitMEX,BTC/USD,4120020000,9795.50,0.0
bitcoin,Quoine,BTC/JPY,241953000,9919.70,0.0
bitcoin,Zaif,BTC/JPY,153030000,9919.56,0.0
bitcoin,Fisco,BTC/JPY,152965000,9919.56 ,0.0
bitcoin,BTCBOX,BTC/JPY,150223000,9898.31,0.0
bitcoin,GOPAX,BTC/KRW,26604000,10125.70,0.0
bitcoin,ZB.COM,BTC/USDT,19125500,9836.56,0.0
bitcoin,Quoine,BTC/USD,11280600,9803.15,0.0
bitcoin,bitFlyer,BTC/USD,2788610,9776.40,0.0
bitcoin,Quoine,BTC/SGD,2144820,9792.49,0.0
bitcoin,Bitinka,BTC/LTC,5546980,264.18,0.0
bitcoin,Bitinka,BTC/ETH,4845170,1151.32,0.0
ethereum,OKEx,ETH/BTC,154945000,734.52,0.09849999999999999
ethereum,OKEx,ETH/USDT,149656000,737.75,0.09519999999999999
ethereum,Bitfinex,ETH/USD,90756600,732.57,0.057699999999999994
ethereum,Binance,ETH/BTC,54097900,735.10,0.0344
ethereum,Huobi,ETH/USDT,48714300,736.69,0.031
ethereum,Binance,ETH/USDT,46131600,737.25,0.029300000000000003
ethereum,Binance,TRX/ETH,44953800,734.87,0.0286
ethereum,GDAX,ETH/USD,44881900,732.81,0.0285
ethereum,Huobi,TRX/ETH,44356000,731.43,0.0282
ethereum,Bit-Z,ETH/BTC,42933700,734.32,0.0273
ethereum,Bithumb,ETH/KRW,29566000,757.75,0.018799999999999997
