id,exchange_name,exchange_pair,volume(24h),price,volume(%)
aeternity,Gate.io,AE/USDT,405342,1.86,0.2477
aeternity,Binance,AE/ETH,275240,1.84,0.16820000000000002
aeternity,Liqui,AE/BTC,91914,1.84,0.0562
aeternity,Liqui,AE/ETH,90978,1.84,0.0556
aeternity,Liqui,AE/USDT,79761,1.85,0.0487
aeternity,Coinbene,AE/USDT,78345,1.85,0.0479
aeternity,Gate.io,AE/ETH, 62488,1.84,0.0382
aeternity,IDAX,AE/BTC,59889,1.91,0.0366
aeternity,AEX,AE/BTC,19180,1.86,0.011699999999999999
aeternity,Binance,AE/BNB,15783,1.85,0.0096
aeternity,IDAX,AE/ETH,14727,1.92,0.009000000000000001
aeternity,AEX,AE/BITCNY,5566,1.93,0.0034000000000000002
aeternity,Koinex,AE/INR,4971,1.95,0.003
aeternity,HitBTC,AE/BTC,3867, 1.86,0.0024
aeternity,BigONE,AE/BTC,2191,2.05,0.0013
aeternity,Gate.io,AE/BTC,1444,1.85,0.0009
aeternity,Lykke Exchange,AE/BTC,1101,2.09,0.0
aeternity,Lykke Exchange,AE/ETH,0,2.26,0.0
aeternity,Mercatox,AE/BTC,0,3.43,0.0
aeternity,Mercatox,AE/ETH,0,1.62,0.0
aeternity,OTCBTC,AE/BTC,0,2.35,0.0
aeternity,OTCBTC,AE/ETH,0,2.06,0.0
waltonchain,Binance,WTC/BTC,7199450,17.19,0.8088
waltonchain,Coinnest,WTC/KRW,865501,15.63,0.09720000000000001
waltonchain,Binance,WTC/ETH,637840,17.10,0.0717
waltonchain,OKEx,WTC/BTC,78202,17.09,0.0088
waltonchain,Kucoin,WTC/BTC,51966,17.11,0.0058
waltonchain,Binance,WTC/BNB,33627,17.40,0.0038
waltonchain,OKEx,WTC/ETH,21662,16.90,0.0024
waltonchain,OKEx,WTC/USDT,9713,17.22,0.0011
waltonchain,HitBTC,WTC/BTC,2402,16.98,0.0003
waltonchain,COSS,WTC/ETH,653,17.02,0.0001
waltonchain,Coinlink,WTC/KRW,255,10.44,0.0
waltonchain,COSS,WTC/BTC,210,17.24,0.0
waltonchain,Allcoin,WALTON/BTC,0,4.32,0.0
waltonchain,Coinrail,WTC/KRW,0,16.10,0.0
waltonchain,Cobinhood,WTC/BTC,0,16.09,0.0
waltonchain,Cobinhood,WTC/ETH,0,16.55,0.0
augur,Kraken,REP/EUR,809868,37.34,0.25989999999999996
augur,Bittrex,REP/BTC,583763,36.86,0.1873
augur,Kraken,REP/BTC,386786,37.41,0.1241
augur,ChaoEX,REP/ETH,245914,36.85,0.0789
augur,Upbit,REP/BTC,216312,36.86,0.0694
augur,Kraken,REP/ETH,183186,37.25,0.0588
augur,Ethfinex,REP/BTC,174236,37.00,0.0559
augur,Upbit,REP/KRW,103377,37.90,0.0332
augur,Poloniex,REP/USDT,82752,37.69,0.026600000000000002
augur,Ethfinex,REP/ETH,47386,37.12,0.0152
augur,Ethfinex,REP/USD,46461 ,36.94,0.0149
augur,Poloniex,REP/BTC,40903,36.95,0.0131
augur,Liqui,REP/BTC,40480,36.78,0.013000000000000001
augur,Liqui,REP/USDT,39125,36.65,0.0126
augur,Liqui,REP/ETH,33878,36.78,0.0109
augur,Bittrex,REP/ETH,24473,37.06,0.0079
augur,Gatehub,XRP/REP,14873,35.83,0.0048
augur,HitBTC,REP/BTC,11753,37.00,0.0038
augur,Poloniex,REP/ETH,9458,36.94,0.003
augur,Upbit,REP/ETH,8520,36.46,0.0027
augur,BX Thailand,REP/THB,3899,36.42,0.0013
augur,Gate.io,REP/ETH,3763,33.67,0.0012
augur,Gatehub,REP/ETH,2310,47.59,0.0
augur,HitBTC,REP/ETH,2096,36.55,0.0007000000000000001
augur,Mr. Exchange,XRP/REP,1385,36.48,0.0004
augur,Cryptopia,REP/BTC,1319,36.94,0.0004
augur,Mr. Exchange,REP/USD,595,37.38,0.0
augur,Lykke Exchange,REP/ETH, 541,43.90,0.0
augur,Mr. Exchange,REP/BTC,127,38.06,0.0
augur,LiteBit.eu,REP/EUR,97,36.95,0.0
augur,Abucoins,REP/BTC,91,36.82,0.0
augur,Livecoin,REP/BTC,83,37.07,0.0
augur,Cobinhood,REP/ETH,35,39.95,0.0
augur,Mr. Exchange,REP/JPY,26,35.87,0.0
augur,Mr. Exchange,REP/ETH,12, 38.21,0.0
augur,Livecoin,REP/ETH,1,36.77,0.0
augur,Livecoin,REP/USD,1,39.70,0.0
augur,Gatecoin,REP/BTC,0,10.82,0.0
augur,Qryptos,REP/BTC,0,58.80,0.0
augur,Lykke Exchange,REP/BTC,0,34.14,0.0
augur,Mercatox,REP/BTC,0,490.61,0.0
augur,IDEX,REP/ETH,0,29.61,0.0
augur,BigONE,REP/BTC,0,67.39,0.0
augur,Cobinhood,REP/BTC,0,36.50,0.0
augur,Radar Relay,REP/WETH,0,36.42,0.0
komodo,Binance,KMD/BTC,352693,3.77,0.2667
komodo,Bittrex,KMD/BTC,321090,3.73,0.24280000000000002
komodo,Upbit,KMD/KRW,297299,3.87,0.2248
komodo,Upbit,KMD/BTC,229825 ,3.73,0.17379999999999998
komodo,Binance,KMD/ETH,100742,3.73,0.0762
komodo,Vebitcoin,KMD/TRY,8919,3.95,0.0067
komodo,Cryptopia,KMD/BTC,5963,3.79,0.0045000000000000005
komodo,BarterDEX,HUSH/KMD,1666,3.75,0.0013
komodo,BarterDEX,SUPERNET/KMD,1601,3.75,0.0012
komodo,CoinExchange,KMD/BTC,849,3.53,0.0006
komodo,HitBTC,KMD/ETH,648,2.94 ,0.0005
komodo,BarterDEX,BTC/KMD,455,3.56,0.0003
komodo,HitBTC,KMD/BTC,438,2.94,0.0003
komodo,HitBTC,KMD/USDT,376,3.88,0.0003
komodo,BarterDEX,ZEC/KMD,71,3.14,0.0
komodo,Cryptox,KMD/BTC,43,3.61,0.0
komodo,BarterDEX,BTCZ/KMD,24,134.98,0.0
komodo,BarterDEX,DNR/KMD,20,3.45,0.0
komodo,BarterDEX,CRW/KMD,12,3.09,0.0
komodo,BarterDEX,LTC/KMD,9,3.72,0.0
komodo,BarterDEX,BCH/KMD, 8,3.04,0.0
komodo,BarterDEX,CHIPS/KMD,5,3.15,0.0
komodo,BarterDEX,ZCL/KMD,1,3.13,0.0
komodo,BarterDEX,DGB/KMD,1,3.23,0.0
komodo,BarterDEX,VIA/KMD,0,4.07,0.0
komodo,CoinExchange,KMD/ETH,0,3.21,0.0
bytom,CoinEgg,BTM/BTC,2136600,0.391900,0.17129999999999998
bytom,Huobi,BTM/BTC,1555270,0.376936,0.1247
bytom,OKEx,BTM/BTC,1412820,0.377378,0.11320000000000001
bytom,Huobi,BTM/ETH,1365170,0.375275 ,0.1094
bytom,OKEx,BTM/USDT,1348950,0.377370,0.1081
bytom,Bibox,BTM/BTC,1270320,0.373355,0.1018
bytom,Bibox,BTM/ETH,1112060,0.382404,0.0891
bytom,Gate.io,BTM/USDT,1004350,0.373548,0.0805
bytom,OKEx,BTM/ETH,351138,0.377565,0.0281
bytom,RightBTC,BTM/BTC,290398,0.388563,0.0233
bytom,EXX,BTM/BTC,283478,0.385620,0.0227
bytom,Gate.io,BTM/ETH,119304,0.375050,0.0096
bytom,Kucoin,BTM/BTC,116571,0.375513,0.009300000000000001
bytom,IDAX,BTM/BTC,52158,0.382676,0.0042
bytom,HitBTC,BTM/USDT,20582,0.359970,0.0016
bytom,Gate.io,BTM/BTC,11107,0.376789,0.0009
bytom,Kucoin,BTM/ETH,6061,0.375050,0.0005
bytom,CoinEx,BTM/BCH,5244,0.374403,0.0004
bytom,CoinEx,BTM/BTC,5223,0.378261,0.0004
bytom,EXX,BTM/ETH,2913,0.366961,0.0002
bytom,Cryptopia,BTM/BTC,2350,0.360501,0.0002
bytom,HitBTC,BTM/BTC,2295,0.369920,0.0002
bytom,OEX,BTM/CNY,894,0.380649,0.0001
bytom,RightBTC,BTM/ETH,464,0.296062,0.0
bytom,HitBTC,BTM/ETH,449,0.397112,0.0
bytom,BigONE,BTM/BTC,222,0.370509,0.0
bytom,Allcoin,BTM/BTC,0,0.372864,0.0
bytom,Allcoin,BTM/ETH,0,0.245254,0.0
0x,Binance,ZRX/BTC,1116900,0.687541,0.2669
0x,ChaoEX,ZRX/ETH,551625,0.695446,0.1318
0x,Binance,ZRX/ETH,460209,0.684658,0.11
0x,Ethfinex,ZRX/USD,338335,0.687980,0.0809
0x,Huobi,ZRX/BTC,300601,0.689995,0.0718
0x,Bittrex,ZRX/BTC,288724,0.691761,0.069
0x,Poloniex,ZRX/BTC,263619,0.688130,0.063
0x,Upbit,ZRX/BTC,108982,0.692153,0.026000000000000002
0x,HitBTC,ZRX/USDT,101470,0.709147,0.024300000000000002
0x,Poloniex,ZRX/ETH,100881,0.690622,0.0241
0x,Liqui,ZRX/BTC,59556,0.689995,0.014199999999999999
0x,OKEx,ZRX/BTC,57407,0.715899,0.0137
0x,Liqui,ZRX/ETH,56746,0.688122,0.013600000000000001
0x,Liqui,ZRX/USDT,55543,0.698066,0.013300000000000001
0x,Ethfinex,ZRX/BTC,54445,0.692153,0.013000000000000001
0x,Koinex,ZRX/INR,54243,0.718517,0.013000000000000001
0x,C2CX,ZRX/USDT,52570,0.683932,0.0126
0x,Ethfinex,ZRX/ETH,30023,0.689188,0.0072
0x,C2CX,ZRX/BTC,26970,0.686855,0.0064
0x,Vebitcoin,ZRX/TRY,24524,0.724614,0.0059
0x,Gate.io,ZRX/USDT,21973,0.699421,0.0053
0x,HitBTC,ZRX/BTC,12030,0.686855,0.0029
0x,OKEx,ZRX/USDT,11319,0.700125,0.0027
0x,Mercatox,ZRX/ETH,9180,0.720509,0.0022
0x,Bittrex,ZRX/ETH,5259 ,0.687063,0.0013
0x,HitBTC,ZRX/ETH,4752,0.686857,0.0011
0x,Mercatox,ZRX/BTC,4017,0.715310,0.001
0x,OKEx,ZRX/ETH,3346,0.692887,0.0008
0x,Radar Relay,ZRX/WETH,1875,0.731457,0.0004
0x,Lykke Exchange,ZRX/ETH,1439,0.705977,0.0003
0x,Gate.io,ZRX/ETH,1322,0.689063,0.0003
0x,Livecoin,ZRX/BTC,1246, 0.686855,0.0003
0x,Cobinhood,ZRX/BTC,758,0.686953,0.0002
0x,Gate.io,ZRX/BTC,580,0.724141,0.0001
0x,Upbit,ZRX/ETH,554,0.698631,0.0001
0x,DDEX,ZRX/ETH,347,0.691269,0.0001
0x,IDEX,ZRX/ETH,330,0.801505,0.0001
0x,Livecoin,ZRX/USD,217,0.650010,0.0001
0x,Livecoin,ZRX/ETH,18,0.736652,0.0
0x,Gatecoin,ZRX/BTC,0,1.36,0.0
0x,Gatecoin,ZRX/ETH,0,1.10,0.0
0x,Lykke Exchange,ZRX/BTC,0,0.846303,0.0
0x,BigONE,ZRX/BTC,0,0.839336,0.0
0x,Cobinhood,ZRX/ETH,0,0.669943,0.0
0x,GOPAX,ZRX/KRW,11932,0.709800,0.0
0x,GOPAX,ZRX/BTC,901,0.686462,0.0
ark,Bittrex,ARK/BTC,548132,3.50,0.3111
ark,Binance,ARK/BTC,464493,3.52,0.2636
ark,Upbit,ARK/BTC,226931,3.53,0.1288
ark,Upbit,ARK/KRW,225590,3.68,0.128
ark,Binance,ARK/ETH,183894,3.51,0.10439999999999999
ark,OKEx,ARK/BTC,85962,3.43,0.048799999999999996
ark,OKEx,ARK/USDT,11023,3.39,0.0063
ark,Cryptopia,ARK/BTC,7787,3.53,0.0044
ark,LiteBit.eu,ARK/EUR,2716,3.52,0.0015
ark,OKEx,ARK/ETH,2296,3.41,0.0013
ark,COSS,ARK/ETH,1261,3.41,0.0007000000000000001
ark,Cryptopia,ARK/USDT,848,3.42,0.0005
ark,COSS,ARK/BTC,799,3.46,0.0005
ark,Abucoins,ARK/BTC,197,3.41,0.0001
ark,Cryptomate,ARK/GBP,0,3.85,0.0
ark,Bit-Z,ARK/BTC,52520,2.85,0.0
veritaseum,ForkDelta,VERI/ETH,510771,167.85,0.6131
veritaseum,HitBTC,VERI/BTC,119951,171.37,0.14400000000000002
veritaseum,HitBTC,VERI/ETH,100598,168.46,0.1208
veritaseum,Vebitcoin,VERI/TRY,42886,188.39,0.051500000000000004
veritaseum,Mercatox,VERI/ETH,37973,169.51,0.045599999999999995
veritaseum,Mercatox,VERI/BTC,13782,204.48,0.0165
veritaseum,HitBTC,VERI/USDT,7106,178.75,0.0085
zilliqa,Binance,ZIL/BTC,14454900,0.051023,0.43439999999999995
zilliqa,Huobi,ZIL/BTC,5206240,0.050680,0.1565
zilliqa,Huobi,ZIL/USDT,4493330,0.051395,0.135
zilliqa,Binance,ZIL/ETH,4023870,0.051051,0.1209
zilliqa,Huobi,ZIL/ETH,4004030,0.050849,0.12029999999999999
zilliqa,Gate.io,ZIL/USDT,315951,0.051094,0.0095
zilliqa,Kucoin,ZIL/BTC,296980,0.051612,0.0089
zilliqa,Binance,ZIL/BNB,259780,0.050810,0.0078000000000000005
zilliqa,Kucoin,ZIL/ETH,131094,0.050742,0.0039000000000000003
zilliqa,Gate.io,ZIL/ETH,70966,0.051478,0.0021
zilliqa,IDEX,ZIL/ETH,15813,0.055860,0.0005
zilliqa,ForkDelta,ZIL/ETH,2770,0.057728,0.0001
zilliqa,Radar Relay,ZIL/WETH,31,0.045358,0.0
zilliqa,OTCBTC,ZIL/ETH,0,0.042653,0.0
electroneum,Cryptopia,ETN/BTC,553329,0.054065,0.5948
electroneum,TradeOgre,ETN/BTC,118968,0.046117,0.12789999999999999
electroneum,Cryptopia,ETN/USDT,112697,0.053809,0.1211
electroneum,Qryptos,ETN/BTC,111939,0.050827,0.12029999999999999
electroneum,Qryptos,ETN/ETH,22448,0.052206,0.0241
electroneum,Vebitcoin,ETN/TRY,9729,0.055134,0.0105
electroneum,Cryptohub,ETN/BTC,714,0.048080,0.0008
electroneum,Qryptos,ETN/QASH,409,0.047556,0.0004
kucoin-shares,Kucoin,KCS/BTC,335058,3.45,0.5005
kucoin-shares,Kucoin,KCS/ETH,150230 ,3.45,0.22440000000000002
kucoin-shares,Kucoin,KCS/USDT,70468,3.47,0.10529999999999999
kucoin-shares,Kucoin,NEO/KCS,56052,3.36,0.0837
kucoin-shares,Kucoin,GAS/KCS,22483,3.48,0.0336
kucoin-shares,Kucoin,CAG/KCS,10245,3.40,0.015300000000000001
kucoin-shares,Kucoin,RPX/KCS,9152,3.43,0.0137
kucoin-shares,Kucoin,DASH/KCS,6956,3.52,0.0104
kucoin-shares,Kucoin,KCS/BCH,5365,3.50,0.008
kucoin-shares,Kucoin,BCH/KCS,3244,3.56,0.0048
kucoin-shares,Kucoin,MOD/KCS,143,3.08,0.0002
cryptonex,HitBTC,CNX/BTC,203202, 6.77,0.9937
cryptonex,YoBit,CNX/BTC,1210,6.67,0.0059
cryptonex,YoBit,CNX/USD,82,7.05,0.0004
ardor,Upbit,ARDR/KRW,834618,0.314004,0.34130000000000005
ardor,AEX,ARDR/BITCNY,486087,0.296483,0.19879999999999998
ardor,Bittrex,ARDR/BTC,378536,0.302020,0.1548
ardor,HitBTC,ARDR/BTC,306794,0.312224,0.12539999999999998
ardor,Upbit,ARDR/BTC,283914,0.304767,0.1161
ardor,Poloniex,ARDR/BTC,76823,0.300254,0.031400000000000004
ardor,AEX,ARDR/BTC,76135,0.284554,0.0311
ardor,LiteBit.eu,ARDR/EUR,2745,0.302750,0.0011
digibyte,Bittrex,DGB/BTC,2473450,0.030516,0.4389
digibyte,Upbit,DGB/BTC,1287540,0.030418,0.2285
digibyte,Poloniex,DGB/BTC,1028330,0.030320,0.1825
digibyte,OKEx,DGB/BTC,330551,0.030124,0.0587
digibyte,Bittrex,DGB/ETH,94520,0.030048,0.0168
digibyte,HitBTC,DGB/BTC,67464,0.030418,0.012
digibyte,Cryptopia,DGB/BTC,65012,0.030222,0.0115
digibyte,Kucoin,DGB/BTC,55504,0.030320,0.0098
digibyte,OKEx,DGB/USDT,34656,0.029671,0.0060999999999999995
digibyte,YoBit,DGB/BTC,34001,0.030320,0.006
digibyte,LiteBit.eu,DGB/EUR,28589,0.030114,0.0051
digibyte,Upbit,DGB/ETH,23618,0.029725,0.0042
digibyte,Vebitcoin,DGB/TRY,20127,0.031505 ,0.0036
digibyte,Livecoin,DGB/BTC,19137,0.030222,0.0034000000000000002
digibyte,OKEx,DGB/ETH,18696,0.030151,0.0033
digibyte,HitBTC,DGB/USDT,13714,0.030274,0.0024
digibyte,Kucoin,DGB/ETH,13214,0.030887,0.0023
digibyte,HitBTC,DGB/ETH,8327,0.030151,0.0015
digibyte,Bit-Z,DGB/BTC,6679,0.029437,0.0012
digibyte,CoinExchange,DGB/BTC,5490,0.029437,0.001
digibyte,CryptoBridge,DGB/BTC,3249,0.029731,0.0006
digibyte,Trade Satoshi,DGB/BTC,2070,0.029437,0.0004
digibyte,Trade By Trade,DGB/BTC,974,0.049061,0.0002
digibyte,Trade By Trade,DGB/USDT,344,0.026435,0.0001
digibyte,Coinhouse,DGB/BTC,182,0.026493,0.0
digibyte,Trade Satoshi,DGB/DOGE,122,0.033462,0.0
digibyte,Bittylicious,DGB/GBP,86,0.028692,0.0
digibyte,Trade Satoshi,DGB/USDT,63,0.028005,0.0
digibyte,Trade Satoshi,DGB/LTC,27,0.028500,0.0
digibyte,Bittylicious,DGB/EUR, 25,0.034263,0.0
digibyte,alcurEX,DGB/BTC,1,0.026885,0.0
digibyte,BarterDEX,DGB/KMD,1,0.026925,0.0
syscoin,Bittrex,SYS/BTC,498766,0.532018,0.47409999999999997
syscoin,Upbit,SYS/BTC,193179,0.532018,0.18359999999999999
syscoin,Poloniex,SYS/BTC,173482,0.529074,0.1649
syscoin,Livecoin,SYS/BTC,99906 ,0.532901,0.095
syscoin,Vebitcoin,SYS/TRY,64290,0.548711,0.0611
syscoin,Trade By Trade,SYS/BTC,20437,0.529859,0.0194
syscoin,YoBit,SYS/BTC,1068,0.535060,0.001
syscoin,AEX,SYS/BTC,880,0.543596,0.0008
syscoin,Bittylicious,SYS/GBP,0,0.563311,0.0
syscoin,Bittylicious,SYS/USD,0,0.603398,0.0
syscoin,Tux Exchange,SYS/BTC,0,0.545068,0.0
syscoin,Trade By Trade,SYS/USDT,15222,0.005370,0.0
dragonchain,Kucoin,DRGN/BTC,516902,1.16,0.439
dragonchain,Kucoin,DRGN/ETH,266423,1.17,0.2263
dragonchain,Fatbtc,DRGN/BTC,106069,1.19,0.0901
dragonchain,Kucoin,DRGN/USDT,101310,1.19,0.0861
dragonchain,Fatbtc,DRGN/ETH,96153,1.12,0.0817
dragonchain,ForkDelta,DRGN/ETH,22525,1.14,0.0191
dragonchain,Gate.io,DRGN/ETH,12481,1.15,0.0106
dragonchain,Bancor Network,DRGN/BNT,11029,1.16,0.009399999999999999
dragonchain,Kucoin,DRGN/NEO,10639,1.18,0.009000000000000001
dragonchain,Gate.io,DRGN/USDT,10443,1.10,0.0089
dragonchain,IDEX,DRGN/ETH,5177,1.25,0.0044
dragonchain,Token Store,DRGN/ETH,4881,1.29,0.0040999999999999995
dragonchain,Cobinhood,DRGN/ETH,4572,1.25,0.0039000000000000003
dragonchain,CoinExchange,DRGN/BTC,3316,1.10,0.0028000000000000004
dragonchain,Cobinhood,DRGN/BTC,3240,1.15,0.0028000000000000004
dragonchain,CoinExchange,DRGN/ETH,1636,1.28,0.0014000000000000002
dragonchain,Tidex,DRGN/BTC,420,1.18,0.0004
dragonchain,Tidex,DRGN/ETH,107,1.11,0.0001
dragonchain,Tidex,DRGN/USDT,0,1.01,0.0
dragonchain,Fatbtc,DRGN/CNY, 0,1.52,0.0
basic-attention-token,Huobi,BAT/BTC,403350,0.276999,0.172
basic-attention-token,Huobi,BAT/ETH,384487,0.276041,0.16390000000000002
basic-attention-token,Binance,BAT/BTC,323976,0.275723,0.1381
basic-attention-token,ChaoEX,BAT/ETH,225295,0.275853,0.09609999999999999
basic-attention-token,Bittrex,BAT/BTC,151730,0.273564,0.0647
basic-attention-token,Binance,BAT/ETH,151386,0.275199,0.0646
basic-attention-token,Ethfinex,BAT/ETH,134517,0.275927,0.0574
basic-attention-token,Liqui,BAT/BTC,134146,0.273859,0.0572
basic-attention-token,Liqui,BAT/ETH,129952,0.273838,0.0554
basic-attention-token,Liqui,BAT/USDT,126285,0.274605,0.0538
basic-attention-token,Ethfinex,BAT/USD,59208,0.274700,0.0252
basic-attention-token,Upbit,BAT/BTC,52464,0.274938,0.022400000000000003
basic-attention-token,Ethfinex,BAT/BTC,29369,0.275821,0.0125
basic-attention-token,Koinex,BAT/INR,15921,0.286176,0.0068000000000000005
basic-attention-token,Binance,BAT/BNB,14153,0.278356,0.006
basic-attention-token,Bittrex,BAT/ETH,4418,0.277956,0.0019
basic-attention-token,Gate.io,BAT/USDT,1977,0.277596,0.0008
basic-attention-token,Gate.io,BAT/BTC,1832,0.278667,0.0008
basic-attention-token,Cobinhood,BAT/ETH,565,0.315778,0.0002
basic-attention-token,Livecoin,BAT/BTC,101,0.331849,0.0
basic-attention-token,Cobinhood,BAT/BTC,64,0.286811,0.0
basic-attention-token,Radar Relay,BAT/WETH,52,0.275895,0.0
basic-attention-token,Upbit,BAT/ETH,5,0.279861,0.0
basic-attention-token,Livecoin,BAT/ETH,1,0.310777,0.0
basic-attention-token,Mercatox,BAT/BTC,0,0.353240,0.0
basic-attention-token,Gate.io,BAT/ETH,0 ,0.283126,0.0
basic-attention-token,BigONE,BAT/BTC,0,0.281512,0.0
hshare,Huobi,HSR/BTC,4952690,6.43,0.2477
hshare,Bit-Z,HSR/BTC,2956540,6.43,0.1479
hshare,Binance,HSR/BTC,2486400,6.42,0.1244
hshare,Huobi,HSR/USDT,1727800,6.39,0.0864
hshare,Allcoin,HSR/BTC,1428190,6.49,0.07139999999999999
hshare,Coinnest,HSR/KRW,1247860,5.90,0.062400000000000004
hshare,TOPBTC,HSR/BTC,1194150,7.10,0.059699999999999996
hshare,Huobi,HSR/ETH,928795,6.42,0.04650000000000001
hshare,ZB.COM,HSR/USDT,630473,6.48,0.0315
hshare,ACX,HSR/AUD, 545627,6.32,0.0273
hshare,OKEx,HSR/BTC,534979,6.47,0.0268
hshare,OKEx,HSR/USDT,479966,6.44,0.024
hshare,EXX,HPY/HSR,186518,6.43,0.009300000000000001
hshare,Binance,HSR/ETH,150739,6.41,0.0075
hshare,ZB.COM,HSR/BTC,136391,6.52,0.0068000000000000005
hshare,Gate.io,HSR/USDT,135424,6.43,0.0068000000000000005
hshare,EXX,HSR/USDT,91761,6.47 ,0.0046
hshare,EXX,HSR/BTC,89860,6.46,0.0045000000000000005
hshare,Kucoin,HSR/BTC,37271,6.43,0.0019
hshare,Vebitcoin,HSR/TRY,17259,6.79,0.0009
hshare,Gate.io,HSR/BTC,12061,6.46,0.0006
hshare,OKEx,HSR/ETH,8757,6.38,0.0004
hshare,HitBTC,HSR/BTC,4348,6.45,0.0002
hshare,Cryptopia,HSR/BTC,3375,6.39,0.0002
hshare,EXX,MONA/HSR,1751,11.18,0.0001
hshare,Gate.io,HSR/ETH,1014,6.42,0.0001
hshare,Kucoin,HSR/ETH,954,6.44,0.0
hshare,EXX,ETH/HSR,620,6.75,0.0
hshare,Abucoins,HSR/BTC,302,6.45,0.0
hshare,Coinlink,HSR/KRW,179,3.83,0.0
hshare,EXX,QTUM/HSR,7,5.21,0.0
hshare,C-CEX,HSR/BTC,0,8.05,0.0
hshare,C-CEX,HSR/USD,0,8.38,0.0
hshare,Trade Satoshi,HSR/BTC,0,7.46,0.0
hshare,Trade Satoshi,HSR/DOGE,0,4.76,0.0
golem-network-tokens,Liqui,GNT/BTC,759722,0.324784,0.19949999999999998
golem-network-tokens,Huobi,GNT/USDT,728541,0.326728,0.1913
golem-network-tokens,Huobi,GNT/BTC,692490,0.326256,0.1818
golem-network-tokens,Huobi,GNT/ETH,609626,0.327386,0.16010000000000002
golem-network-tokens,Bittrex,GNT/BTC,189068,0.325177 ,0.0496
golem-network-tokens,Poloniex,GNT/BTC,138058,0.327630,0.0362
golem-network-tokens,Ethfinex,GNT/USD,131680,0.325100,0.0346
golem-network-tokens,Upbit,GNT/BTC,130476,0.325177,0.034300000000000004
golem-network-tokens,Liqui,GNT/ETH,102625,0.325044,0.0269
golem-network-tokens,Liqui,GNT/USDT,78666,0.324733,0.0207
golem-network-tokens,Ethfinex,GNT/BTC,67286,0.325863,0.0177
golem-network-tokens,OKEx,GNT/BTC,65931,0.328317,0.0173
golem-network-tokens,Ethfinex,GNT/ETH,29852,0.327470,0.0078000000000000005
golem-network-tokens,Koinex,GNT/INR,29329,0.338488,0.0077
golem-network-tokens,Poloniex,GNT/ETH,28149,0.323661,0.0074
golem-network-tokens,Gate.io,GNT/USDT,7484,0.322454,0.002
golem-network-tokens,Bittrex,GNT/ETH,6438,0.327250,0.0017000000000000001
golem-network-tokens,Cryptopia,GNT/BTC,3560,0.330377,0.0009
golem-network-tokens,Gate.io,GNT/ETH,2416,0.323573,0.0006
golem-network-tokens,Upbit,GNT/ETH,2161,0.326441,0.0006
golem-network-tokens,Cobinhood,GNT/ETH,2040,0.308939,0.0005
golem-network-tokens,OKEx,GNT/ETH,1231,0.324021,0.0003
golem-network-tokens,Livecoin,GNT/BTC,807,0.313108,0.0002
golem-network-tokens,Cobinhood,GNT/BTC,298,0.313991,0.0001
golem-network-tokens,Livecoin,GNT/USD,273,0.324800,0.0001
golem-network-tokens,OKEx,GNT/USDT,241,0.326879,0.0001
golem-network-tokens,Livecoin,GNT/ETH,108,0.301930,0.0
golem-network-tokens,Abucoins,GNT/BTC,80,0.318308,0.0
golem-network-tokens,Lykke Exchange,GNT/ETH,69,0.345635,0.0
golem-network-tokens,CoinFalcon,GNT/BTC,30,0.403086,0.0
golem-network-tokens,Tux Exchange,GNT/BTC,0,0.333615,0.0
golem-network-tokens,Lykke Exchange,GNT/BTC,0,0.402301,0.0
golem-network-tokens,Mercatox,GNT/BTC,0,0.617580,0.0
golem-network-tokens,CryptoDerivatives,GNT/ETH,0,1.46,0.0
golem-network-tokens,Tidex,GNT/BTC,0,0.371392,0.0
golem-network-tokens,Heat Wallet,GNT/BTC,0,0.735425,0.0
golem-network-tokens,CoinFalcon,GNT/ETH,0,0.373205,0.0
golem-network-tokens,BigONE,GNT/BTC,0,0.306533,0.0
gas,Huobi,GAS/BTC,800751,27.35,0.39649999999999996
gas,Binance,GAS/BTC,561011,27.34,0.2778
gas,Huobi,GAS/ETH,396566,26.95,0.19640000000000002
gas,Kucoin,GAS/BTC,71652,27.55,0.0355
gas,Poloniex,GAS/BTC,63984,27.84,0.0317
gas,OKEx,GAS/BTC,46254,27.64,0.0229
gas,Kucoin,GAS/NEO,31941,26.31,0.0158
gas,Kucoin,GAS/KCS,22483,27.01,0.0111
gas,Gate.io,GAS/USDT,8812,27.64,0.0044
gas,OKEx,GAS/USDT,3994,27.61,0.002
gas,Poloniex,GAS/ETH,3603,27.42,0.0018
gas,Gate.io,GAS/BTC,3520,27.05,0.0017000000000000001
gas,Coinnest,GAS/KRW,3254,23.62,0.0016
gas,OKEx,GAS/ETH,1511,27.14,0.0007000000000000001
ethos,Binance,BQX/BTC,1229310,3.51,0.6767
ethos,Binance,BQX/ETH,550940,3.51,0.30329999999999996
ethos,HitBTC,BQX/ETH,22032,3.68,0.0121
ethos,CoinExchange,ETHOS/BTC,7280,3.48,0.004
ethos,Cobinhood,ETHOS/ETH,3493,3.46,0.0019
ethos,CoinExchange,ETHOS/ETH,1795,3.53,0.001
ethos,Cobinhood,ETHOS/BTC,1707,3.54,0.0009
ethos,Livecoin,ETHOS/BTC,98,3.49 ,0.0001
ethos,Livecoin,ETHOS/ETH,50,3.32,0.0
ethos,Radar Relay,ETHOS/WETH,0,3.86,0.0
pivx,Binance,PIVX/BTC,285744,4.76,0.2761
